labeled/00000.txt	jhpark
labeled/00001.txt	djkim
labeled/00002.txt	djkim
labeled/00003.txt	dhjeon
labeled/00004.txt	dhjeon
labeled/00005.txt	mhroh
labeled/00006.txt	jhpark
labeled/00007.txt	dhjeon
labeled/00008.txt	jhpark
labeled/00009.txt	mblee
labeled/00010.txt	djkim
labeled/00011.txt	dhjeon
labeled/00012.txt	mblee
labeled/00013.txt	yskim
labeled/00014.txt	mblee
labeled/00015.txt	jhpark
labeled/00016.txt	dhjeon
labeled/00017.txt	twroh
labeled/00018.txt	smlee
labeled/00019.txt	mhroh
labeled/00020.txt	djkim
labeled/00021.txt	yskim
labeled/00022.txt	jhpark
labeled/00023.txt	twroh
labeled/00024.txt	twroh
labeled/00025.txt	yskim
labeled/00026.txt	dhjeon
labeled/00027.txt	djkim
labeled/00028.txt	twroh
labeled/00029.txt	jhpark
labeled/00030.txt	yskim
labeled/00031.txt	dhjeon
labeled/00032.txt	twroh
labeled/00033.txt	smlee
labeled/00034.txt	jhpark
labeled/00035.txt	yskim
labeled/00036.txt	twroh
labeled/00037.txt	jhpark
labeled/00038.txt	jhpark
labeled/00039.txt	jhpark
labeled/00040.txt	mhroh
labeled/00041.txt	mhroh
labeled/00042.txt	mhroh
labeled/00043.txt	mhroh
labeled/00044.txt	mblee
labeled/00045.txt	smlee
labeled/00046.txt	djkim
labeled/00047.txt	jhpark
labeled/00048.txt	mblee
labeled/00049.txt	dhjeon
labeled/00050.txt	yskim
labeled/00051.txt	mblee
labeled/00052.txt	jhpark
labeled/00053.txt	twroh
labeled/00054.txt	smlee
labeled/00055.txt	mhroh
labeled/00056.txt	smlee
labeled/00057.txt	mblee
labeled/00058.txt	mhroh
labeled/00059.txt	smlee
labeled/00060.txt	jhpark
labeled/00061.txt	mblee
labeled/00062.txt	yskim
labeled/00063.txt	smlee
labeled/00064.txt	djkim
labeled/00065.txt	yskim
labeled/00066.txt	dhjeon
labeled/00067.txt	jhpark
labeled/00068.txt	djkim
labeled/00069.txt	jhpark
labeled/00070.txt	mhroh
labeled/00071.txt	mhroh
labeled/00072.txt	yskim
labeled/00073.txt	yskim
labeled/00074.txt	jhpark
labeled/00075.txt	mblee
labeled/00076.txt	jhpark
labeled/00077.txt	smlee
labeled/00078.txt	mblee
labeled/00079.txt	yskim
labeled/00080.txt	djkim
labeled/00081.txt	djkim
labeled/00082.txt	mhroh
labeled/00083.txt	mblee
labeled/00084.txt	dhjeon
labeled/00085.txt	jhpark
labeled/00086.txt	yskim
labeled/00087.txt	yskim
labeled/00088.txt	dhjeon
labeled/00089.txt	twroh
labeled/00090.txt	jhpark
labeled/00091.txt	twroh
labeled/00092.txt	djkim
labeled/00093.txt	twroh
labeled/00094.txt	twroh
labeled/00095.txt	yskim
labeled/00096.txt	djkim
labeled/00097.txt	mblee
labeled/00098.txt	dhjeon
labeled/00099.txt	djkim
labeled/00100.txt	djkim
labeled/00101.txt	jhpark
labeled/00102.txt	mhroh
labeled/00103.txt	twroh
labeled/00104.txt	dhjeon
labeled/00105.txt	jhpark
labeled/00106.txt	smlee
labeled/00107.txt	mhroh
labeled/00108.txt	mblee
labeled/00109.txt	dhjeon
labeled/00110.txt	mblee
labeled/00111.txt	dhjeon
labeled/00112.txt	yskim
labeled/00113.txt	twroh
labeled/00114.txt	mhroh
labeled/00115.txt	dhjeon
labeled/00116.txt	mhroh
labeled/00117.txt	jhpark
labeled/00118.txt	mhroh
labeled/00119.txt	jhpark
labeled/00120.txt	smlee
labeled/00121.txt	yskim
labeled/00122.txt	dhjeon
labeled/00123.txt	twroh
labeled/00124.txt	mhroh
labeled/00125.txt	smlee
labeled/00126.txt	jhpark
labeled/00127.txt	jhpark
labeled/00128.txt	dhjeon
labeled/00129.txt	smlee
labeled/00130.txt	smlee
labeled/00131.txt	twroh
labeled/00132.txt	jhpark
labeled/00133.txt	mblee
labeled/00134.txt	dhjeon
labeled/00135.txt	jhpark
labeled/00136.txt	twroh
labeled/00137.txt	mblee
labeled/00138.txt	mhroh
labeled/00139.txt	djkim
labeled/00140.txt	dhjeon
labeled/00141.txt	smlee
labeled/00142.txt	djkim
labeled/00143.txt	jhpark
labeled/00144.txt	yskim
labeled/00145.txt	djkim
labeled/00146.txt	djkim
labeled/00147.txt	dhjeon
labeled/00148.txt	djkim
